id,term,term_en,explanation
03.280,航向保持性,course keeping quality,"在舵手或自动驾驶仪的操纵下,使船舶保持在一规定的直线航向上航行的性能。"
03.281,转箔性,course changing quality,航向角对舵或其他操纵器作用的响应性能。
03.282,回转性,turning quality,船舶在舵(或其他操纵器）的作用下作回转运动的性能。
03.283,倒航操纵性,astern maneuverability,船舶后退时的操纵性能。
03.284,应急操纵性,crash maneuverability,船舶在出现紧急情况下，采用各种措施操纵船时的操纵性能。
03.285,操纵性衡准,criteria of tnaneuver-ability,衡量船舶操纵性优劣的标准。
03.286,可操纵域,maneuverable range,"估计风力对船舶操纵影响的一个绝对风速范围。在此范围中的任一风速下,船舶可籍舵(或其他操纵器)沿任意方向作直线航行或向左、向右转向。"
03.287,人试航速,approach speed on testing,"在任一操纵试验开始时,船舶稳定地沿直线航行时的航速。"
03.288,转舵阶段,maneuvering period,"回转试验中,自开始转舵瞬时起到转舵结束瞬时止的这一段时间。"
03.289,过渡阶段,transition period,回转试验中，自转舵结束瞬时起到船舶开始作稳定问转运动瞬时止的这一段时间。
03.290,稳定回转阶段,steady turning peri-od,"回转试验中,船舶开始作稳定回转运动瞬时起到回转试验结枣的这一段时间。"
03.291,回转迹线,turning path,"回转试验时,船舶重心的运动轨迹。"
03.292,回转周期,turning period,"回转试验中,船舶从初始直航开始转舵瞬时到糍向改变360*所经历的时间。"
03.293,纵距,advance,"回转试验中,自开始转舵瞬时的船舶重心位置至始向改变90*瞬时的重心位置沿初始直航向址取的距离。"
03.294,横距,transfer,"回转试验中,自开始转舵瞬时的船舶重心位置到版向改变90*瞬时的重心位傥沿垂直于初始直航向并向转舵一侧量取的距离。"
03.295,反向横距,kick,"在回转试验的转舵、过渡阶段中,船舶重心离开初始直航向向转舵相反一侧,沿垂直于初始直航向量取的最大距离。"
03.296,战术直径,tacticai diarneter,"回转试验中,风向改变180°时其重心与初始直航向间的垂直距离。"
03.297,回转直径,steady turning diameter,回转试验中，船舶进入稳定回转阶段后的回转圆直径。
03.298,回转中心,center of turning circle,"回转试验中,船舶进入稳定回转阶段后的回转圆圆心。"
03.299,枢心,pivoting point,"回转试验中,船舶纵轴上.横向速度等于零的这一点。"
03.300,回转速降,speed drop on turning,船舶因回转阻力增加而使航速较入试航速降低的现象。
03.301,回转横倾角,heel an turning,回转运动时，船舶绕过其重心的纵轴的转角。
03.302,回转突倾,snap heel on turning,"在回转过渡阶段，船舶由内倾变为外倾,或由外倾变为内倾,时间短暂而横倾角特别大的现象。"
03.303,韧转期,initial turning time,Z形试验中从试验开始的第一次操舵瞬时到第一次反向操舵瞬时之间的这一段时间。
03.304,转潢滞后,course change lag,"Z形试验中,舵回复到零舵角瞬时至船达到最大转慝角瞬时之间的时间。"
03.305,超越角,j,角之差。
03.306,纠偏期,time to check yaw,"Z形试验中,从换操反舵瞬时到达最大转膳角瞬时之间的时间间隔。"
03.307,复向期,j,后返回原膳向瞬时之间的时间间隔。
03.308,形操纵周期,j,完成-一个循环所经过的时问间隔。
03.309,操纵性特征曲线,maneuvering characteristics curve,"以舵角为横坐标,船舶稳定回转角速度为纵坐标所标绘成的关系曲线。"
03.310,不稳定环,“bysteresis”ioop,"不具有直线稳定性的船的操纵特性曲线,在其原点附近出现形似磁滞回线的封闭曲线。"
03.311,转船力矩,moment of turning ship,舵、螺旋桨或其他操纵器产生的水动力对船重心的力矩。
03.312,水下侧面积,lateral underwater area,船舶水下部分(重复的面积只计入一次)在中纵剖面上的投影面积。
03.313,舵空化,rudder cavitation,"高速船舶在操舵后,舵的吸力面上产生的空化。"
03.314,耐波性,seakeeping qualities,船舶在风浪中的运动性能以及为船上的人员与各种系统、装备提供良好的船体运动环境条件的能力。
03.315,适航性,seaworthiness,保证船舶安全航行的能力。
03.316,酎波性衡准,criteria of seakeeping qualities,量船舶耐波性优劣的标准。
03.317,船舶摇荡,. ship oscillation,船舶在风、浪等外力作用下所产生的各种周期性运动的总称。
03.318,纵摇,pitching,船舶对通过其重心的横轴的周期性摇动。
03.319,横摇,rolling,船舶对通过其重心的纵轴的周期性摇动。
03.320,腊摇,yawing,船舶对通过其重心的垂向轴的周期性摇动。
03.321,垂荡,heaving,船舶重心沿其垂向轴的往复运动。
03.322,纵荡,surging,船舶重心沿其纵轴的往复运动。
03.323,横荡,swaying,船舶重心沿其横轴的往复运动。
03.324,谐摇,resonance,在外力作用的颊率等于船舶固有频率时船舶所作的摇荡。
03.325,耦合运动,coupling motion,船舶有几种摇荡同时存在并互相影响时的运动。
03.326,附加质量,added mass,"作用在物体上,与加速度相位相同的单位加速度的水动力。其实际效应相当于物体的质量附加了另一个质盘。"
03.327,横摇阻尼,rolling darmping,"船舶横摇时,由于船体与水之间存在相对速度,使能量耗散,且减小摇幅的阻尼。"
03.328,摩擦阻尼,frictional damping,"物体摇荡时,其表面与流体摩擦而产生的阻.尼。"
03.329,旋涡阻尼,eddy making damping,"船舶摇荡时,在船体弯曲或突出部分形成旋涡,导致能量耗散而产生的阻尼。"
03.330,兴波阻尼,wave making danping,船舶摇荡时，因兴波耗散能址所产生的阻尼。
03.331,批龙骨阻尼,bilge keel damping,由于纰龙骨存在而产生的阻尼。
03.332,升力阻尼,lift effect damping,航行船舶摇荡时，由于升力而产生的阻尼。
03.333,扰动力,exciting force,风、浪、水流作用在物体上的交变外力。耐波性研究中主要指产生船舶摇荡的波浪作用力。
03.334,辐射力,radiation force,理想流体中物体在静水中运动时受到的水动力。
03.335,衍射力,diffraction force,因船体等水下物体的存在，波浪产生衍射而产生的水动力。
03.336,动水位升高,dynamic swell-up,由于船舶摇荡而引起的舷侧水位高度的变化。
03.337,有效干舷,effective freeboard,船舶在静水中航行时的实际干舷。
03.338,甲板淹湿,deck wetness,波面超过并涌向甲板的现象。
03.339,淹湿性,wetness,在风浪中船舶甲板淹湿与飞溅的程度。
03.340,飞溅,spray,船舶在风浪中或高速航行时产生的水喷溅。
03.341,横摇衰减曲线,curve of decliningangle,船舶在自由横摇时横摇角衰减的时间历程。
03.342,消灭曲线,curve of extinction,"从衰减曲线上取相邻摇幅值的平均值为横坐标,相邻摇幅值的递减值为纵坐标所绘制的曲线。"
03.343,失速,speed loss,"主机工况不变的条件下,船在风浪中的航速比静水航速减小的值。"
03.344,飞车,propeller racing,"船舶在风、浪中航行时,因螺旋桨部分或全部露出水面,而使转速剧增并引起主机工况失常的现象。"
03.345,横甩,broaching,"船舶在风浪作用下,因航向失控而突然转向的现象。"
03.346,波浪中平均功率增值,mean in-crease of power in waves,"为维持船舶在波浪中与静水中相同的航速,所需功率的平均增加值。"
03.347,波浪中平均阻力增值,mean in-crease of resistance in waves,"在相同平均航速下,船舶在波浪中所受的阻力较静水中增加的平均值。"
03.348,波浪中平均转矩增值,mean in-crease of torque in waves,"为维持船舶在波浪中与静水相同的航速,而使螺旋桨转矩增加的平均值。"
03.349,波浪中平均推力增值,mean in-crease of thrust in waves,为维持船舶在波浪中与静水中相同的航速，而使螺旋桨推力增加的平均值。
03.350,波浪中平均转速增值,mean in-crease of propeller revolution in wa-ves,为维持船舶在波浪中与静水中相同的航速，而使螺旋桨转速增加的平均值。
03.351,波浪谱,wave spectrum,"波浪位移的方差谱,波倾角谱、波数谱的统称。一般指波浪位移的方差谐,它反映了各成份波的有关量相对于频率的分布情况。"
03.352,波能波密度,wave power spectral density,随机波浪中各波谱分量的能量幅值相对其颊率的分布密度。
03.353,响应谱,response spectrum,船舶在不规则海浪作用下，对波浪响应的方差谱。
03.354,浪向,sea direction,波浪的主要行进方向与地球正北方向之间的夹角。
03.355,遭遇角,wave encounter angle,波浪前进方向与当向间的水平夹角。
03.356,顶浪,head sea,航向与波浪行进方向的水平夹角在180°土15°之间的波浪。
03.357,随浪,following sea,航向与波浪行进方向的水平夹角在±15*之间的波浪。
03.358,横浪,beam sea,"航向与波浪行进方向的水平夹角在90°士15""°或270*±15*之间的波浪。"
03.359,箱斜浪,bow sea,"道向与波浪行进方向间的水平夹角在135*±30°或225°±30""之间的波浪。"
03.360,鲲斜浪,quartering sea,航向与波浪行进方向间的水平夹角在45·士30或315*±30°之间的波浪。
03.361,长峰波,long crested waves,沿单一方向传播的波浪。
03.362,短峰波,short crested waves,由不同方向的长峰波组成的波浪。
03.363,规则波,regular wave,可以用单一正弦(余弦)函数表示的波浪。
03.364,不规则波,irregular wave,可由不同频率且具有随机相位的正弦(余弦)波叠加而组成的波浪。
03.365,瞬态波,transient wave,"由造波机先以高频,然后逐步降低频率所造的一系列规则波叠加而成的波。"
03.366,方向谱,directional spectrum,又称“二维谱”。与波颓和方向有关的海浪谱。
03.367,有义波高,significant wave height,"又称“三一波高”。将所有连续测量的波高按大小排列,取其总数的.兰分之一大波波高的平均值。"
03.368,波倾角,slope of wave surface,与波峰正交的垂直剖面上波浪表面的最大倾斜角。
03.369,有效波倾角,effective wave slope,考虑了波浪的史密斯效应以后的等效扰动力矩的等价波倾角。
03.370,有效波倾系数,coefficient of effec-tive wave slope,有效波倾角与波倾角之比值。
03.371,弗劳德,Froude-Kryloff hypothesis,"关于船体的存在,不改变波浪下水动压力分布特征的假定。"
03.372,船模试验水池,ship model experimental tank,进行船舶模型试验的水池。
03.373,拖曳水池,towing tank,供拖生船模进行试验的船模试验水池。拖曳方式有拖车式.重力式等。
03.374,浅水试验水池,shallow water tank,供研究船舶在浅水中航行性能用的船模试验水池。其特点是宽度大、深度浅。
03.375,减压试验水池,depressurized tank,建于气密室内的通过调节可降低水面大气压力的船模试验水池。
03.376,耐波性试验水池,seakeeping tank,"能制造不同特征的规则波或不规则波,用于进行酎波性试验的船模试验水池。"
03.377,操纵性试验水池,"maneuvering tank,maneuvering basin",供研究船舶操纵性用的船模试验水池。一般分为自由自航船模操纵性试验水池和约束船模操纵性试验水池两种。
03.378,风浪流试验水池,wind，wave and current tank,在水池内能同时模拟或部分模拟风、浪流进行模型试验的水池。
03.379,旋臂水池,rotating arm basin,"在圆形水池中央岛设有一旋臂，船模可固定其上,当旋臂回转时,通过测录装置可测出作用在船模上有关水动力和力矩的试验水池。"
03.380,循环水槽,circulating water chan-nel,水作循环流动的模型试验设备。
03.381,空化水筒,cavitation tunnel,主要用于浏试螺旋桨或其他物体产生空化现象及其性能的能调节压力的循环水筒。
03.382,低速风洞,low speed wind tunnel,"利用空气作介质,风速一般低于0.4马赫数,用于进行模型试验的风洞。"
03.383,冰水池,ice model tank,"研究船舶在冰区中航行性能用的,池中水表面冷却成一定厚度冰层的船模试验水池。"
03.384,水下爆炸试验水池,underwater ex-plosion tank,研究船舶承受水下爆炸能力的试验水池。
03.385,坐标定位拖车试验水池,basin with X-yplot carriage,"在桥式主拖车上,装设横向移动的副拖车，使船模可同时调整纵向和横向分速度,并循指定轨迹拖航的船模试验水池。"
03.386,船体振动试验水池,ship hull vibra-tion testing tank,研究船体及其结构的振动的试验水池。
03.387,模型拖车,model towing carriage,船模试验时用来拖曳船模运动的机构。包括载人车体及其牵引机构等。
03.388,测试段,measuring section,"船模试验水池中,拖曳速度稳定,适于进行测量的水池段。空化水简或风筒内安装浏试对象的筒段。"
03.389,加速段,accelerating section,船模试验水池中船模拖曳速度从零增至预期试验速度的水池段。
03.390,假底,false botton,"安装在船模试验水池中,可以上下移动,用以调节水深的活动池底。"
03.391,散水试验箱,open-water test boat,螺旋桨散水试验时用以安装螺旋桨测力仪的容器。
03.392,激流装置,turbulence stimulator,"船模在试验水池中进行拖曳试验时,安装在船模首部,使船模边界层变成紊流的装置。"
03.393,平面运动机构,planar motion mech-anism,"使船模能在垂直或水平面内以一定频率和振幅作规定的平面运动,来测定作用在其上的水动力和力矩的试验设备。"
03.394,数控平面运动拖车,computer con-trolled planar motion carriage,以数字计算机控制的大振幅平面运动机构。
03.395,造波机,wave generator，wave mak-er,在船模试验水池中制造波浪的设备。.
03.396,冲箱式造波机,plunger type wave generator,"装置在船模试验水池中,由机械或液压驱动的楔形箱体沿滑槽入水作垂向运动,并自动控制调节其振幅、速度﹑相位等,以产生不同的人工波形的设备。"
03.397,摇板式造波机,flap type wave gen-erator,"在试验水池中,用下端铵接,上端能前后摇动的摇板,制造人工波浪的设备。"
03.398,气动式造波机,pneumatic wave generator,"在试验水池中,用鼓风机控制倒形箱内的空气以制造人工波浪的设备。"
03.399,蛇形造波机,snake type wave gener-ator,"在试骏水池中,用大量联成一行的各单元造波机,可各自调整幅值、频率和相位以制造复杂人工波形的设备。"
03.400,消波器,wave damper,船模试验水池中消除波浪的设备。
03.401,三自由度运动位移测量装置,dis-placement metering device with 3-de-gree of freedom,在拖曳水池中用于测量船模在迎浪(或随浪)中纵摇﹑垂荡及波浪中阻力增值的测量装置。是被动(由船模带动)的机械式测量装置。
03.402,六自由度运动位移测量装置,dis-placement metering device with 6-de-gree of freedom,"用于斜浪试验,测量三个线位移及三个角位移的测过装置。试验时船模运动不受约束，浏量装置的纵横向小车由伺服跟踪系统驱动。是主动跟踪的机械式测量装置。"
03.403,纵向强制摇荡装置,longitudinal forced oscillatory device,"用来强制船模在静水中作纵摇与垂荡运动,求取这些运动方程中的附加阻尼系数的装置。"
03.404,横向强制摇荡装置,transverse forced oscillation device,用以测量船模横荡、道摇、横摇的水动力系数的测量装置。
03.405,船模阻力仪,resistance dynamone-ter,测量船模阻力的仪器。
03.406,纵倾测量仪,trim measuring meter,测量船模在拖曳水池试验时所产生的旗﹑航倾及升沉现象的记录设备。
03.407,激光测速仪,iaser velocimeter，laser doppler velocimeter,"利用光的反射和光的多普勒顿移原理,即利用运动质点使光发生散射以湿知质点的速度,从而求出流体速度的仪器。"
03.408,伴流仪,wake meter,测量伴流速度的仪器。
03.409,水翼三分力仪,3-component balance for hydrofoil,测量水翼在运动时作用在其上的水动力的仪器。
03.410,螺旋桨剧力仪,propeller dynamo-meter,"测量螺旋桨模型推力,转矩和转速的仪器。"
03.411,推力仪,thrust meter,在船模或实船试验中用以测量螺旋桨推力的设备。
03.412,转矩仪,torque meter,在船模或实船试验中用以溯量螺旋桨转矩的设备。
03.413,浪高仪,wave height recorder,"浏量和记录波浪高度的仪器。有电容式,超声波式和电阻式、伺服式等。"
03.414,波浪扰动动力仪,wave disturbance apparatus,量船模在波浪中所受扰动力(广义)的仪器。
03.415,波浪中阻力测量仪,resistance mea-suring device in waves,利用三自由度运动位移测量装置在测量运动位移的同时测出船模在波浪中(迎浪或随浪)阻力的仪器。
03.416,垂直式阻力动力仪,vertical-type re-sistance dynamometer,稠量船模在斜浪中航行时所受阻力的仪器。
03.417,波浪中自航要素测量仪,self-propu-lsion element messuringdevice inwaves,"用以模拟实船主机各类工况并能测定其自航要素,或通过安装在推进装置同一轴上的应变式自航动力仪溅出船模在波浪中的推进要素的测量仪器。"
03.418,紊流探测器,turbulence detector,探测边界层是否属于紊流流态的设备。
03.419,舵三分力仪,3-component balance for rudder,测登船模在运动时作用在舵上水动力的仪器。
03.420,船模,ship model,将实船尺度按比例缩小而制成的供试验用的模型。
03.421,标准船模,standard ship model,"用于校核船模试验结果及比较各水池性能,能长期保持形状和表面光洁度不变的船模。"
03.422,重叠船模,double model,"用两条相同船模的水下部分,倒正重合而成的一个船模。"
03.423,系列船模,series of ship models,有次序地改变船模中某些参数而构成的组系船模。
03.424,螺旋桨模型,model propeller,将实际螺旋桨按比例缩小尺度而制成的供试验用的模型。
03.425,假模,dummy moclel,模型试验时为探讨模型对支架和支架对模型的干扰力面制作的模型。
03.426,假毂,dumny propeller boss,"螺旋桨模型敞水和自航试验时,用来代替螺旋桨毂的摩擦阻力和扭矩,其重量和螺旋桨模型大致相等的回转体。"
03.427,试验临界雷诺数,critical Reynolds number for experiment,"模型试验时,为测得稳定可靠的数值,所要达到的最低雷诺数。"
03.428,缩尺比,scale ratio,模型与实物尺度的比值。
03.429,尺度效应,scale effect,"几何相似的物体,由于大小不同而不能同时满足所有有关的动力相似定律,而引起物体所受的力。如重力.黏性力和表面张力或力矩系数以及流态等的差异。"
03.430,阻塞比,blockage ratio,"物体浸水部分横剖面积与水池测试段水面下横剖面积的比值,或物体的横剖面积与水简(风洞)测试段横剖面积的比值。"
03.431,阻塞效应,blockage effect,"物体在受池壁和池底或筒壁限制的流体中与其在无限流体中运动时,由于流场的不同而引起的受力的差异。"
03.432,阻塞修正,blockage correction,"考虑到阻塞效应而作的修正。如将有限剖面水池中所作的水动力试验结果,变换为无限水域中或另一到面水池中的数值而作的修正。"
03.433,模型拖点,model towing point,"船模试验时的受力点。通常垂向取在水线面上,纵向取在船模浮心附近。"
03.434,伴流模拟,wake simulation,"在空化试验水筒测试段上游装置格栅、水管群、船模等,模拟伴流的分布。"
03.435,等推力法,wake assessment by ihrust identity method,"将螺旋桨模型在船模后与在敞水中的试验数据进行比较,以同转速﹑等推力时船模速度减去螺旋桨敞水进速，以求得等推力实效伴流的计算方法。"
03.436,等转矩法,wake assessment by torque identity method,"将螺旋桨模型在船模后与在敞水中的试验数据进行比较,以同转速、等转矩时的船模速度减去螺旋桨敞水进速,以求得等转矩实效伴流的计算方法。"
03.437,自航试验拖力,towing force in self-propulsion test,"在船模自航试验中,为抵消船模与实船摩擦阻力系数的差异以达到相当于实船自航情况下所加于船模的拖力。"
03.438,船模自航点,self-propulsion point of model,"作强制自航试验时,螺旋桨推力恰等于船模阻力及阻力增额时的情况。"
03.439,试验池实船自航点,self-propulsion point of ship under tank condition,"在强制船模自航试验中,船模阻力包括阻力增额超过推力的数值等于船模与实船摩擦阻力系数差异影响的状况。"
03.440,阻力试验,resistance test,汇量船模在不同航速时所受阻力的试验。
03.441,裸船模阻力试验,naked hull resis-tance test,"在水池中拖曳不带附体的船模,测出其在各种航速时的阻力的试验。"
03.442,船模系列试验,systematic test of ship models,系统地改变船体主尺度和船型系数的组系船模的试验。包括阻力试验、自航试验和耐波性试验等。
03.443,自航试验,self-propulsion test,"通过船模内所装的动力机构驱动螺旋桨推进船模和测力仪,以预测实船的快速性和分析螺旋桨与船体间相互作用的试验。"
03.444,纯粹自航试验,continental method of self-propulsion test,"船模速度一定,调节螺旋桨转速,使其发出的推力等于摩擦阻力修正后的船模阻力所进行的试验。"
03.445,强制自航试验,English method of self-propulsion test,"船模速度一定,变转速,测量螺旋桨推力和强制力的试验。"
03.446,流线试验,streamline test,为观察并摄录船模表面上流线的方向进行的试验。
03.447,伴流测量,wake measurement，wake survey,利用毕托管或伴流仪涮定船体桨盘面处伴流的大小、方向及其分布情况。
03.448,尾流试验,wake measurement be-hind stern,为研究船模尾流场中能量消耗情况而进行的尾流状态的洲量。
03.449,船后螺旋桨试验,behind ship test of propeller,螺旋桨在受到船体干扰的水流中进行的试验。
03.450,系列螺旋桨试验,systematic screw series experimients,对系列螺旋桨模型进行的组系模型试验。
03.451,反转试验,backing propeller test,将螺旋桨模型反转进行的试验。
03.452,锁制试验,"fixed propeller test, locked propeller test",将螺旋桨模型锁制不转以溺定其阻力的试验。
03.453,部分漫水试验,partially immersed test,"使缧靛桨模型部分露出水面,为检查其性能变化和吸气情况面进行的试验。"
03.454,空化试验,cavitation test,在空化水简内以模型模拟实物的空化现象的试验。
03.455,酎波性试验,seakeeping test,在能制造波浪的试验水池中所进行的船模试验。
03.456,规则波中试验,experiment in regu-lar waves,在可以用单-一正弦(余弦〉函数表示的波浪中进行的模型试验。
03.457,不规则波中试验,experinent in ir-regular waves,在由不同频率且具有随机相位的正弦(余弦}波叠加而成的波浪中进行的模型试验。
03.458,波浪中阻力试验,resistance test in waves,测量船模在波浪中不同航速时所受到阻力的试验。
03.459,波浪中自航试验,self-propulsian test in waves,"在波浪中船模通过装在其中的动力机构驱动螺旋桨推进船模和测力仪,以预测实船在波浪中的运动性能、砰击、失速和分析螺旋桨与船体相互作用的试验。"
03.460,瞬态波试验,transient wave test,"模型以一定速度前进,使其在预定的地点与一瞬态波相遇,以测量模型响应特性的试验。"
03.461,操纵性试验,maneuverability test,对船舶作操纵性的模拟试验。一般包括Z形操纵、回转、航向稳定和停航试验等。
03.462,自由自航船模试验,free-running modle test,"自航船模在水池中模拟实船的运动,以确定船舶运动性能的试验。"
03.463,拘束船模试验,captive model test,"用专门的装置拘束住模型,使其在水池中按预定的形式运动,以确定作用在其上的水动力和力矩的试验。"
03.464,回转试验,turning test,"测定船舶回转性能的试验。便船舶以设定速度直航稳定后,转舵到设定舵角并保持不变,船舶进入回转，当转的达540°时试验结束。"
03.465,航向稳定性试验,course keeping test,"为确定和评估船舶航向稳定性的试验。包括螺线,逆螺线、回舵试验等。"
03.466,回舵试验,pull-out test,"当操舵舵角保持某一定值(如右15*或左.15°),船舶进入稳定回转后,操舵回中,连续测量船的回转角速度。用以评估船的航向稳定性。"
03.467,螺线试验,spiral test,"操舵舵角保持某一定值(如右15°)时,测定船舶稳定转赠角速度。然后逐步减小舵角,直至左15°,再由左15°直至右15°舵角,测定相应的稳定角速度值。主要用来评估船舶航向稳定性。"
03.468,逆螺线试验,reverse spiral test,"通过自动驾驶仪或人工操舵的方法,使船舶保持一定的转羡角速度,然后求出对应角速度所用舵角的平均值。用以评估船舶航向稳定性。"
03.469,航向改变试验,course change test,测定船舶操中等舵角时转向性能的试验。
03.470,形,zigzag test,操舵舵角随徵向角的改变而变化使船舶的航线近似Z形的操纵性试验。主要用以评估船的航向改变性能。
03.471,停船试验,stopping test,又称“愤性试验”。主机由全速正车到停车，测出船舶的惯性冲程、轨迹及其滑行时间的试验。
03.472,紧急停船试验,crash stopping test,主机由全速正车到倒车，测出船舶的冲程、轨迹与其滑行时间的试验。
03.473,旋臂试验,rotating-arm test,"为测定船模速度导数,在圆形水池中进行的试验。"
03.474,直线拖曳试验,straight line towing test,在拖曳水池中测定船模的位置导数与控制导数进行的试验。
03.475,偏模直拖试验,oblique model tow-ing test,"在拖曳水池中使船模以规定的不同漂角和《或)舵角按等速沿直线拖曳,用以确定船舶运动位置导数的试验。"
03.476,平面运动机构试验,planar notion rmechanism fest,"在拖曳水池中利用平面运动机构,系统地求取被拖曳船模运动中所产生的各项力和力矩的加速度导数与速度导数的试验。"
03.477,振荡仪试验,oscillator test,"在风洞或水池内,用连接船模前后部的振动仪强制船模振荡,以测定其作用力和力矩的试验。"
03.478,分段拼模试验,segmented model test,用若干分段拼成的船模所进行的振动、波浪载荷或操纵性约束船模的试验。
04.001,船体,hull,不包括任何设备、装置、系统等的船身结构物及上甲板以上的围蔽建筑。
04.002,船体结构,hull structure,组成主船体、上层建筑、甲板室等各种具体构件的总称。
04.003,焊接船体结构,welded huil struc-ture,用焊接方法连接的船体结构。
04.004,铆接船体结构,riveted hull structure,用铆接方法连接的船体结构。
04.005,主船体,main hull,强力甲板及其以下部分的船体。
04.006,甲板板架,deck grillage,由甲板板和骨架组成的构件。
04.007,船侧板架,side grillage,由船侧板和骨架组成的构件。
04.008,船底板架,bottom grillage,由船底板和骨架组成的构件。
04.009,舱壁板架,bulkhead grillage,由舱璧板和骨架组成的构件。
04.010,骨架,framing,支承外板、甲板板、舱壁板、内底板及船底板等所有相互连接的重材与型材的统称。
04.011,横骨架式,transverse framing system,横向骨材较密.纵向骨材较稀的船体骨架形式。
04.012,纵骨架式,longitudinal framing system,纵向骨材较密﹑横向骨材较稀的船体骨架形式。
04.013,混合骨架式,·combined framing system,"主船体中,部分区域采用纵骨架式,部分区域采用横骨架式的船体骨架形式。"
04.014,衔材,girder,由腹板与面板组成的大型组合构件。
04.015,腹板,i,材.立板。
04.016,面板,face plate,与腹板自由边正交、沿榆材方向延伸的板条。
04.017,构件,member,板与骨架的统称。
04.018,列板,strake,板材的长边沿船长方向布置并逐块端接而成的连续长板条。
04.019,主要构件,primary member,"支持骨材或其他榆材的构件。如舱口端梁、甲板纵皙,强肋骨等。"
04.020,次要构件,secondary member,支持板的骨材。如横梁、甲板纵骨、扶强材等。
04.021,连续构件,continitous member,"在构件与构件相交处,连续通过未被隔断的构件。"
04.022,间断构件,intercostal rnember,"在构件与构件相交处,被隔断的构件。"
04.023,冰带区,ice belt,可能接触浮冰的水线附近的舷侧部分。
04.024,冰区加强,ice strengthening,对航行于冰区船舶所作的局部结构加强。
04.025,纵骨,longitucinal,"用于支承板材,并布置得较密的纵向骨材。"
04.026,纵衔,longitudinal girder，stringer,沿船长方向设置在甲板与舷侧骨架中的析材。
04.027,肘板,bracket,用于构件之间在节点处相互连接的板。
04.028,折边肘板,flanged bracket,自由边缘有90°折边的时板。
04.029,防倾时板,tripping bracket,为防止所支持构件失稳所设置的肘板。
04.030,贯通肘板,through bracket,将舱壁或肋板两边的纵骨或横梁连接的肘板。
